鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-4樓,36.38,住,,,1030725,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.44,4,2,2,有,無,11900000,56016,坡道平面,0.0,0,,RPRNMLQKKHKFFBJ38CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-6樓,36.38,住,,,1030725,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.44,4,2,2,有,無,12300000,57899,坡道平面,0.0,0,,RPSNMLQKKHKFFBJ48CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-9樓,36.38,住,,,1031102,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.44,4,2,2,有,無,12400000,58369,坡道平面,0.0,0,,RPTNMLQKKHKFFBJ58CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-11樓,36.38,住,,,1031005,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.44,4,2,2,有,無,12280000,57805,坡道平面,0.0,0,,RPUNMLQKKHKFFBJ68CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-13樓,36.71,住,,,1030414,土地1建物1車位2,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,247.36,4,2,2,有,無,13020000,52636,坡道平面,0.0,0,,RPVNMLQKKHKFFBJ78CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-15樓,36.38,住,,,1040124,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.67,4,2,2,有,無,12230000,57507,坡道平面,0.0,0,,RPWNMLQKKHKFFBJ88CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-5樓,36.71,住,,,1030101,土地1建物1車位2,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,242.37,4,2,2,有,無,12600000,51987,坡道平面,0.0,0,,RPXNMLQKKHKFFBJ98CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-12樓,36.38,住,,,1031005,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.44,4,2,2,有,無,12280000,57805,坡道平面,0.0,0,,RPQOMLQKKHKFFBJ38CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-14樓,36.71,住,,,1030328,土地1建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,247.36,4,2,2,有,無,13020000,52636,坡道平面,0.0,0,,RPROMLQKKHKFFBJ48CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-8樓,36.71,住,,,1030328,土地1建物1車位2,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,247.36,4,2,2,有,無,13030000,52676,坡道平面,0.0,0,,RPTOMLQKKHKFFBJ68CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A1-10樓,36.71,住,,,1020927,土地1建物1車位2,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,245.7,4,2,2,有,無,12980000,52829,坡道平面,0.0,0,,RPUOMLQKKHKFFBJ78CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-3樓,22.22,住,,,1030629,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,8320000,58687,坡道平面,0.0,0,,RPWOMLQKKHKFFBJ98CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-4樓,22.22,住,,,1021222,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.78,2,2,1,有,無,8330000,60901,坡道平面,0.0,0,,RPXOMLQKKHKFFBJ09CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-5樓,22.22,住,,,1020925,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,7800000,55019,坡道平面,0.0,0,,RPOPMLQKKHKFFBJ28CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-6樓,22.22,住,,,1021004,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,7990000,56359,坡道平面,0.0,0,,RPPPMLQKKHKFFBJ38CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-7樓,22.22,住,,,1020923,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.78,2,2,1,有,無,8020000,58634,坡道平面,0.0,0,,RPQPMLQKKHKFFBJ48CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-8樓,22.22,住,,,1020925,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,8060000,56853,坡道平面,0.0,0,,RPRPMLQKKHKFFBJ58CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-9樓,22.22,住,,,1040117,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.78,2,2,1,有,無,8850000,64702,坡道平面,0.0,0,,RPSPMLQKKHKFFBJ68CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-10樓,22.22,住,,,1031001,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,8680000,61226,坡道平面,0.0,0,,RPTPMLQKKHKFFBJ78CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-11樓,22.22,住,,,1020930,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,8090000,57064,坡道平面,0.0,0,,RPVPMLQKKHKFFBJ98CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-12樓,22.22,住,,,1020927,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,8090000,57064,坡道平面,0.0,0,,RPWPMLQKKHKFFBJ09CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-13樓,22.22,住,,,1020925,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,8090000,57064,坡道平面,0.0,0,,RPXPMLQKKHKFFBJ56CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-14樓,22.22,住,,,1020923,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.78,2,2,1,有,無,8090000,59146,坡道平面,0.0,0,,RPOQMLQKKHKFFBJ38CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A2-15樓,22.22,住,,,1021009,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.77,2,2,1,有,無,7990000,56359,坡道平面,0.0,0,,RPPQMLQKKHKFFBJ48CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-3樓,27.69,住,,,1030212,土地1建物1車位2,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.2,3,2,2,有,無,10300000,50940,坡道平面,0.0,0,,RPRQMLQKKHKFFBJ68CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-5樓,27.69,住,,,1021122,土地1建物1車位2,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.21,3,2,2,有,無,10130000,51367,坡道平面,0.0,0,,RPSQMLQKKHKFFBJ78CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-6樓,27.69,住,,,1020927,土地1建物1車位2,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.2,3,2,2,有,無,10190000,50396,坡道平面,0.0,0,,RPTQMLQKKHKFFBJ88CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-7樓,27.69,住,,,1021113,土地1建物1車位2,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.21,3,2,2,有,無,10580000,53648,坡道平面,0.0,0,,RPUQMLQKKHKFFBJ98CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-4樓,27.69,住,,,1021120,土地1建物1車位2,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.2,3,2,2,有,無,10160000,50247,坡道平面,0.0,0,,RPVQMLQKKHKFFBJ09CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-8樓,27.69,住,,,1020925,土地1建物1車位2,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.2,3,2,2,有,無,10190000,50396,坡道平面,0.0,0,,RPWQMLQKKHKFFBJ56CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-9樓,27.69,住,,,1030129,土地1建物1車位2,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,197.21,3,2,2,有,無,10380000,52634,坡道平面,0.0,0,,RPXQMLQKKHKFFBJ66CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-11樓,27.69,住,,,1030310,土地1建物1車位2,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.2,3,2,2,有,無,10350000,51187,坡道平面,0.0,0,,RPORMLQKKHKFFBJ48CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-13樓,27.69,住,,,1030205,土地1建物1車位2,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,192.22,3,2,2,有,無,10200000,53064,坡道平面,0.0,0,,RPPRMLQKKHKFFBJ58CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號A3-14樓,27.69,住,,,1030318,土地1建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,192.22,3,2,2,有,無,10300000,53584,坡道平面,0.0,0,,RPQRMLQKKHKFFBJ68CB,104_02
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-2地號B1-5樓,29.94,住,,,1031213,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.06,3,2,2,有,無,10390000,59351,坡道平面,0.0,0,,RPSRMLQKKHKFFBJ88CB,104_02
