鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷3I棟07樓,28.47,其他,,,1021223,土地3建物1車位2,七層,14,辦公商業大樓,商業用,鋼筋混凝土造,,196.41,4,2,2,有,無,8440000,45631,坡道平面,49.58,1740000,,RPRQMLTJLHLFFCJ56CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2T棟12樓,28.47,其他,,,1021224,土地3建物1車位2,十二層,15,辦公商業大樓,商業用,鋼筋混凝土造,,190.97,4,2,2,有,無,8500000,48730,坡道平面,49.58,1610000,,RPVRNLTJLHLFFCJ17CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2T棟09樓,28.47,其他,,,1021218,土地3建物1車位2,九層,15,辦公商業大樓,商業用,鋼筋混凝土造,,190.97,4,2,2,有,無,8530000,48589,坡道平面,49.58,1660000,,RPWRNLTJLHLFFCJ27CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2T棟11樓,28.47,其他,,,1021218,土地3建物1車位2,十一層,15,辦公商業大樓,商業用,鋼筋混凝土造,,190.97,4,2,2,有,無,8660000,48377,坡道平面,49.58,1820000,,RPOSNLTJLHLFFCJ56CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2T棟08樓,27.93,其他,,,1021218,土地3建物1車位1,八層,15,辦公商業大樓,商業用,鋼筋混凝土造,,180.06,4,2,2,有,無,8110000,49084,坡道平面,38.67,1170000,,RPSSNLTJLHLFFCJ96CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2T棟05樓,28.47,其他,,,1021219,土地3建物1車位2,五層,15,辦公商業大樓,商業用,鋼筋混凝土造,,192.29,4,2,2,有,無,8390000,46821,坡道平面,50.9,1770000,,RPXSNLTJLHLFFCJ47CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2T棟07樓,27.75,其他,,,1021218,土地3建物1車位1,七層,15,辦公商業大樓,商業用,鋼筋混凝土造,,178.41,4,2,2,有,無,8140000,48730,坡道平面,37.02,1250000,,RPOTNLTJLHLFFCJ66CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2T棟06樓,28.47,其他,,,1021219,土地3建物1車位2,六層,15,辦公商業大樓,商業用,鋼筋混凝土造,,192.29,4,2,2,有,無,8370000,47740,坡道平面,50.9,1620000,,RPTTNLTJLHLFFCJ17CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2S棟05樓,28.11,其他,,,1021218,土地3建物1車位2,五層,15,辦公商業大樓,商業用,鋼筋混凝土造,,188.13,4,2,2,有,無,8420000,47544,坡道平面,48.26,1770000,,RPWTNLTJLHLFFCJ47CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2S棟10樓,28.11,其他,,,1021218,土地3建物1車位2,十層,15,辦公商業大樓,商業用,鋼筋混凝土造,,189.45,4,2,2,有,無,8560000,49618,坡道平面,49.58,1620000,,RPXTNLTJLHLFFCJ57CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2S棟09樓,28.11,其他,,,1021218,土地3建物1車位2,九層,15,辦公商業大樓,商業用,鋼筋混凝土造,,189.45,4,2,2,有,無,8510000,49332,坡道平面,49.58,1610000,,RPQUNLTJLHLFFCJ96CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2S棟11樓,28.11,其他,,,1021219,土地3建物1車位2,十一層,15,辦公商業大樓,商業用,鋼筋混凝土造,,189.45,4,2,2,有,無,8590000,48402,坡道平面,49.58,1820000,,RPRUNLTJLHLFFCJ07CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2S棟08樓,28.11,其他,,,1030110,土地3建物1車位2,八層,15,辦公商業大樓,商業用,鋼筋混凝土造,,189.45,4,2,2,有,無,8520000,49046,坡道平面,49.58,1660000,,RPTUNLTJLHLFFCJ27CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2S棟12樓,28.11,其他,,,1021218,土地3建物1車位2,十二層,15,辦公商業大樓,商業用,鋼筋混凝土造,,189.45,4,2,2,有,無,8430000,48688,坡道平面,49.58,1620000,,RPUUNLTJLHLFFCJ37CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2Q棟13樓,25.78,其他,,,1030120,土地3建物1車位2,十三層,15,辦公商業大樓,商業用,鋼筋混凝土造,,177.73,4,2,2,有,無,7240000,43621,坡道平面,49.58,1650000,,RPWVNLTJLHLFFCJ67CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2R棟04樓,24.71,其他,,,1021219,土地3建物1車位1,四層,15,辦公商業大樓,商業用,鋼筋混凝土造,,156.86,4,2,2,有,無,6210000,40622,坡道平面,30.08,1060000,,RPXVNLTJLHLFFCJ77CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2R棟02樓,24.71,其他,,,1021219,土地3建物1車位1,二層,15,辦公商業大樓,商業用,鋼筋混凝土造,,156.86,4,2,2,有,無,6020000,39123,坡道平面,30.08,1060000,,RPQWNLTJLHLFFCJ17CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2Q棟15樓,24.89,其他,,,1030414,土地3建物1車位1,十五層,15,辦公商業大樓,商業用,鋼筋混凝土造,,159.55,4,2,2,有,無,6500000,42450,坡道平面,31.4,1060000,,RPUWNLTJLHLFFCJ57CB,105_02
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路126巷2P棟09樓,24.89,其他,,,1030205,土地3建物1車位2,九層,14,辦公商業大樓,商業用,鋼筋混凝土造,,176.53,4,2,2,有,無,7940000,49349,坡道平面,48.26,1610000,,RPVNOLTJLHLFFCJ86CB,105_02
